system_time,timestamp,raw_adc,voltage,smoothed,baseline_diff,signal_strength
2025-07-03T17:48:52.861785,15000,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:52.961882,15100,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:53.061561,15200,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:53.161868,15300,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:53.261884,15400,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:53.361867,15500,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:53.461894,15600,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:53.561165,15700,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:53.661896,15800,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:53.761891,15900,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:53.871731,16000,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:53.970418,16100,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:54.067480,16200,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:54.163561,16300,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:54.261915,16400,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:54.361905,16500,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:54.461913,16600,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:54.561916,16700,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:54.661925,16800,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:54.768655,16900,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:54.866423,17000,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:54.963650,17100,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:55.061930,17200,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:55.161938,17300,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:55.261453,17400,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:55.361931,17500,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:55.461940,17600,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:55.567107,17700,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:55.666147,17800,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:55.767101,17900,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:55.867539,18000,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:55.968228,18100,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:56.068469,18200,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:56.168941,18300,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:56.270772,18400,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:56.363650,18500,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:56.461956,18600,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:56.561948,18700,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:56.661653,18800,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:56.761723,18900,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:56.861972,19000,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:56.961961,19100,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:57.061967,19200,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:57.161309,19300,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:57.262944,19400,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:57.361978,19500,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:57.461975,19600,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:57.561976,19700,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:57.661613,19800,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:57.761974,19900,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:57.861979,20000,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:58.061999,20100,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:58.161506,20200,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:58.263422,20300,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:58.362004,20400,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:58.461995,20500,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:58.561169,20600,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:58.661392,20700,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:58.762010,20800,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:58.862012,20900,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:58.962006,21000,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:59.062005,21100,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:59.163329,21200,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:59.262021,21300,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:59.362022,21400,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:59.462028,21500,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:59.562028,21600,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:59.662019,21700,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:59.762015,21800,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:59.861290,21900,405,1.979,405.0,13.2,13.2
2025-07-03T17:48:59.965944,22000,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:00.062035,22100,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:00.162048,22200,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:00.261450,22300,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:00.362036,22400,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:00.462052,22500,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:00.562060,22600,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:00.662062,22700,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:00.762046,22800,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:00.867161,22900,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:00.964450,23000,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:01.062055,23100,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:01.161485,23200,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:01.261536,23300,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:01.362072,23400,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:01.462070,23500,406,1.984,405.1,13.3,13.3
2025-07-03T17:49:01.561501,23600,405,1.979,405.1,13.3,13.3
2025-07-03T17:49:01.661702,23700,405,1.979,405.1,13.3,13.3
2025-07-03T17:49:01.764425,23800,405,1.979,405.1,13.3,13.3
2025-07-03T17:49:01.862093,23900,405,1.979,405.1,13.3,13.3
2025-07-03T17:49:01.962067,24000,405,1.979,405.1,13.3,13.3
2025-07-03T17:49:02.062085,24100,405,1.979,405.1,13.3,13.3
2025-07-03T17:49:02.161309,24200,405,1.979,405.1,13.3,13.3
2025-07-03T17:49:02.262091,24300,405,1.979,405.1,13.3,13.3
2025-07-03T17:49:02.362086,24400,405,1.979,405.1,13.3,13.3
2025-07-03T17:49:02.462090,24500,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:02.566535,24600,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:02.662099,24700,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:02.762099,24800,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:02.862107,24900,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:02.962105,25000,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:03.062119,25100,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:03.162121,25200,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:03.262117,25300,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:03.362111,25400,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:03.467132,25500,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:03.563192,25600,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:03.662071,25700,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:03.762121,25800,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:03.861477,25900,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:03.962130,26000,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:04.062126,26100,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:04.162133,26200,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:04.265875,26300,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:04.362301,26400,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:04.462148,26500,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:04.562132,26600,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:04.662143,26700,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:04.762152,26800,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:04.862151,26900,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:04.962148,27000,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:05.062143,27100,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:05.164360,27200,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:05.262161,27300,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:05.362163,27400,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:05.461748,27500,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:05.561562,27600,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:05.661508,27700,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:05.762183,27800,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:05.862176,27900,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:05.961568,28000,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:06.064414,28100,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:06.162187,28200,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:06.361818,28300,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:06.878801,28400,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:07.340800,28500,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:07.781315,28600,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:08.232109,28700,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:08.684624,28800,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:09.240668,28900,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:09.779675,29000,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:10.318339,29100,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:10.787094,29200,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:11.282158,29300,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:11.736622,29400,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:12.195759,29500,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:12.655373,29600,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:13.166016,29700,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:13.692899,29800,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:14.134470,29900,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:14.628859,30000,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:15.295792,30100,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:15.790316,30200,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:16.268938,30300,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:16.723093,30400,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:17.180542,30500,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:17.628200,30600,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:18.151090,30700,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:18.583592,30800,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:19.021245,30900,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:19.383589,31000,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:19.796914,31100,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:20.212230,31200,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:20.661145,31300,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:21.124262,31400,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:21.520518,31500,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:22.128529,31600,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:22.594740,31700,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:23.061385,31800,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:23.467082,31900,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:23.859395,32000,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:24.273588,32100,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:24.722573,32200,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:25.140969,32300,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:25.585261,32400,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:26.045449,32500,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:26.541643,32600,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:27.024280,32700,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:27.558638,32800,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:28.003516,32900,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:28.420054,33000,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:28.878090,33100,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:29.348187,33200,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:29.771965,33300,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:30.306591,33400,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:30.773598,33500,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:31.242359,33600,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:31.738264,33700,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:32.177061,33800,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:32.598976,33900,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:33.054902,34000,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:33.526419,34100,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:34.084160,34200,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:34.553051,34300,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:34.967107,34400,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:35.417438,34500,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:35.932022,34600,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:36.363842,34700,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:36.841765,34800,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:37.362545,34900,405,1.979,405.0,13.2,13.2
2025-07-03T17:49:37.772765,35000,405,1.979,405.0,13.2,13.2
