system_time,timestamp,raw_adc,voltage,smoothed,baseline_diff,signal_strength
2025-07-03T18:20:27.725324,10100,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:27.825318,10200,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:27.925262,10300,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:28.025259,10400,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:28.124590,10500,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:28.225782,10600,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:28.325274,10700,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:28.425294,10800,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:28.529726,10900,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:28.628178,11000,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:28.725279,11100,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:28.825282,11200,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:28.925278,11300,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:29.025278,11400,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:29.125276,11500,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:29.225217,11600,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:29.331226,11700,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:29.431237,11800,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:29.530314,11900,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:29.629056,12000,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:29.729177,12100,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:29.831081,12200,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:29.924867,12300,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:30.025314,12400,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:30.125308,12500,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:30.227442,12600,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:30.325317,12700,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:30.424383,12800,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:30.525318,12900,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:30.625325,13000,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:30.724358,13100,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:30.825334,13200,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:30.925326,13300,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:31.025335,13400,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:31.132063,13500,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:31.230385,13600,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:31.326967,13700,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:31.425337,13800,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:31.525344,13900,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:31.625333,14000,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:31.727158,14100,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:31.826113,14200,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:31.925339,14300,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:32.025354,14400,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:32.125058,14500,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:32.225340,14600,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:32.325344,14700,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:32.425358,14800,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:32.525342,14900,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:32.624636,15000,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:32.725378,15100,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:32.828795,15200,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:32.925368,15300,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:33.025385,15400,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:33.125375,15500,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:33.225366,15600,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:33.324397,15700,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:33.424403,15800,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:33.524439,15900,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:33.625393,16000,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:33.725387,16100,385,1.882,385.0,10.29,10.29
2025-07-03T18:20:33.834267,16200,384,1.877,384.9,10.18,10.18
2025-07-03T18:20:33.929335,16300,384,1.877,384.8,10.08,10.08
2025-07-03T18:20:34.025398,16400,384,1.877,384.7,9.99,9.99
2025-07-03T18:20:34.124710,16500,384,1.877,384.6,9.89,9.89
2025-07-03T18:20:34.225388,16600,384,1.877,384.5,9.79,9.79
2025-07-03T18:20:34.325377,16700,384,1.877,384.4,9.68,9.68
2025-07-03T18:20:34.424828,16800,384,1.877,384.3,9.58,9.58
2025-07-03T18:20:34.525401,16900,384,1.877,384.2,9.49,9.49
