,,,,,,
2025-07-04095329.502928,15900,39,0.191,39.5,1.91,1.91
2025-07-04095329.602240,16000,40,0.196,39.6,2.01,2.01
2025-07-04095329.702099,16100,39,0.191,39.5,1.91,1.91
2025-07-04095329.806679,16200,40,0.196,39.5,1.91,1.91
2025-07-04095329.903202,16300,40,0.196,39.6,2.01,2.01
2025-07-04095330.002921,16400,40,0.196,39.6,2.01,2.01
2025-07-04095330.102477,16500,40,0.196,39.7,2.11,2.11
2025-07-04095330.202914,16600,40,0.196,39.7,2.11,2.11
2025-07-04095330.302911,16700,39,0.191,39.7,2.11,2.11
2025-07-04095330.402933,16800,39,0.191,39.6,2.01,2.01
2025-07-04095330.502896,16900,40,0.196,39.7,2.11,2.11
2025-07-04095330.603056,17000,40,0.196,39.7,2.11,2.11
2025-07-04095330.710255,17100,39,0.191,39.7,2.11,2.11
2025-07-04095330.809196,17200,40,0.196,39.7,2.11,2.11
2025-07-04095330.907314,17300,40,0.196,39.7,2.11,2.11
2025-07-04095331.006237,17400,40,0.196,39.7,2.11,2.11
2025-07-04095331.103672,17500,40,0.196,39.7,2.11,2.11
2025-07-04095331.202898,17600,39,0.191,39.6,2.01,2.01
2025-07-04095331.302880,17700,40,0.196,39.7,2.11,2.11
2025-07-04095331.402879,17800,40,0.196,39.8,2.21,2.21
2025-07-04095331.510892,17900,40,0.196,39.8,2.21,2.21
2025-07-04095331.611576,18000,40,0.196,39.8,2.21,2.21
2025-07-04095331.713170,18100,40,0.196,39.9,2.31,2.31
2025-07-04095331.809374,18200,39,0.191,39.8,2.21,2.21
2025-07-04095331.904781,18300,39,0.191,39.7,2.11,2.11
2025-07-04095332.002875,18400,40,0.196,39.7,2.11,2.11
2025-07-04095332.102874,18500,39,0.191,39.6,2.01,2.01
2025-07-04095332.202863,18600,39,0.191,39.6,2.01,2.01
2025-07-04095332.302865,18700,40,0.196,39.6,2.01,2.01
2025-07-04095332.402859,18800,40,0.196,39.6,2.01,2.01
2025-07-04095332.502861,18900,40,0.196,39.6,2.01,2.01
2025-07-04095332.602858,19000,39,0.191,39.5,1.91,1.91
2025-07-04095332.702851,19100,40,0.196,39.5,1.91,1.91
2025-07-04095332.802841,19200,40,0.196,39.6,2.01,2.01
2025-07-04095332.902483,19300,40,0.196,39.7,2.11,2.11
2025-07-04095333.002855,19400,40,0.196,39.7,2.11,2.11
2025-07-04095333.102335,19500,40,0.196,39.8,2.21,2.21
2025-07-04095333.202841,19600,40,0.196,39.9,2.31,2.31
2025-07-04095333.302836,19700,40,0.196,39.9,2.31,2.31
2025-07-04095333.402874,19800,40,0.196,39.9,2.31,2.31
2025-07-04095333.502843,19900,40,0.196,39.9,2.31,2.31
2025-07-04095333.602057,20000,40,0.196,40.0,2.41,2.41
2025-07-04095333.801959,20100,40,0.196,40.0,2.41,2.41
2025-07-04095333.902060,20200,40,0.196,40.0,2.41,2.41
2025-07-04095334.002838,20300,40,0.196,40.0,2.41,2.41
2025-07-04095334.101910,20400,40,0.196,40.0,2.41,2.41
2025-07-04095334.202203,20500,40,0.196,40.0,2.41,2.41
2025-07-04095334.302832,20600,40,0.196,40.0,2.41,2.41
2025-07-04095334.402823,20700,40,0.196,40.0,2.41,2.41
2025-07-04095334.502827,20800,40,0.196,40.0,2.41,2.41
2025-07-04095334.602164,20900,40,0.196,40.0,2.41,2.41
2025-07-04095334.703546,21000,40,0.196,40.0,2.41,2.41
2025-07-04095334.802828,21100,39,0.191,39.9,2.31,2.31
2025-07-04095334.902821,21200,40,0.196,39.9,2.31,2.31
2025-07-04095335.002815,21300,40,0.196,39.9,2.31,2.31
2025-07-04095335.102812,21400,40,0.196,39.9,2.31,2.31
2025-07-04095335.202809,21500,40,0.196,39.9,2.31,2.31
2025-07-04095335.302803,21600,40,0.196,39.9,2.31,2.31
2025-07-04095335.402603,21700,40,0.196,39.9,2.31,2.31
2025-07-04095335.502812,21800,40,0.196,39.9,2.31,2.31
2025-07-04095335.609238,21900,40,0.196,39.9,2.31,2.31
2025-07-04095335.705502,22000,40,0.196,39.9,2.31,2.31
2025-07-04095335.802810,22100,40,0.196,40.0,2.41,2.41
2025-07-04095335.902789,22200,40,0.196,40.0,2.41,2.41
2025-07-04095336.003466,22300,40,0.196,40.0,2.41,2.41
2025-07-04095336.102801,22400,40,0.196,40.0,2.41,2.41
2025-07-04095336.201988,22500,40,0.196,40.0,2.41,2.41
2025-07-04095336.302778,22600,40,0.196,40.0,2.41,2.41
2025-07-04095336.402741,22700,40,0.196,40.0,2.41,2.41
2025-07-04095336.502787,22800,40,0.196,40.0,2.41,2.41
2025-07-04095336.604529,22900,40,0.196,40.0,2.41,2.41
2025-07-04095336.701810,23000,40,0.196,40.0,2.41,2.41
2025-07-04095336.802654,23100,40,0.196,40.0,2.41,2.41
2025-07-04095336.902780,23200,39,0.191,39.9,2.31,2.31
2025-07-04095337.002798,23300,40,0.196,39.9,2.31,2.31
2025-07-04095337.102238,23400,40,0.196,39.9,2.31,2.31
2025-07-04095337.202654,23500,40,0.196,39.9,2.31,2.31
2025-07-04095337.302761,23600,40,0.196,39.9,2.31,2.31
2025-07-04095337.402490,23700,40,0.196,39.9,2.31,2.31
2025-07-04095337.506629,23800,40,0.196,39.9,2.31,2.31
2025-07-04095337.602759,23900,40,0.196,39.9,2.31,2.31
2025-07-04095337.702302,24000,40,0.196,39.9,2.31,2.31
2025-07-04095337.802765,24100,40,0.196,39.9,2.31,2.31
2025-07-04095337.901824,24200,40,0.196,40.0,2.41,2.41
2025-07-04095338.002497,24300,40,0.196,40.0,2.41,2.41
2025-07-04095338.101777,24400,40,0.196,40.0,2.41,2.41
2025-07-04095338.202194,24500,40,0.196,40.0,2.41,2.41
2025-07-04095338.302734,24600,40,0.196,40.0,2.41,2.41
2025-07-04095338.407087,24700,40,0.196,40.0,2.41,2.41
2025-07-04095338.502500,24800,40,0.196,40.0,2.41,2.41
2025-07-04095338.602742,24900,40,0.196,40.0,2.41,2.41
2025-07-04095338.702127,25000,39,0.191,39.9,2.31,2.31
2025-07-04095338.802110,25100,40,0.196,39.9,2.31,2.31
2025-07-04095338.902727,25200,40,0.196,39.9,2.31,2.31
2025-07-04095339.002449,25300,40,0.196,39.9,2.31,2.31
2025-07-04095339.102736,25400,40,0.196,39.9,2.31,2.31
2025-07-04095339.202733,25500,40,0.196,39.9,2.31,2.31
2025-07-04095339.309599,25600,40,0.196,39.9,2.31,2.31
2025-07-04095339.407815,25700,40,0.196,39.9,2.31,2.31
2025-07-04095339.507112,25800,40,0.196,39.9,2.31,2.31
2025-07-04095339.606463,25900,40,0.196,39.9,2.31,2.31
2025-07-04095339.705880,26000,40,0.196,40.0,2.41,2.41
2025-07-04095339.804404,26100,40,0.196,40.0,2.41,2.41
2025-07-04095339.902756,26200,40,0.196,40.0,2.41,2.41
2025-07-04095340.001848,26300,40,0.196,40.0,2.41,2.41
2025-07-04095340.108055,26400,40,0.196,40.0,2.41,2.41
2025-07-04095340.204852,26500,40,0.196,40.0,2.41,2.41
2025-07-04095340.302719,26600,40,0.196,40.0,2.41,2.41
2025-07-04095340.402597,26700,40,0.196,40.0,2.41,2.41
2025-07-04095340.502325,26800,40,0.196,40.0,2.41,2.41
2025-07-04095340.601779,26900,40,0.196,40.0,2.41,2.41
2025-07-04095340.702703,27000,40,0.196,40.0,2.41,2.41
2025-07-04095340.802487,27100,40,0.196,40.0,2.41,2.41
2025-07-04095340.902707,27200,40,0.196,40.0,2.41,2.41
2025-07-04095341.008805,27300,40,0.196,40.0,2.41,2.41
2025-07-04095341.105881,27400,40,0.196,40.0,2.41,2.41
2025-07-04095341.202687,27500,40,0.196,40.0,2.41,2.41
2025-07-04095341.302019,27600,40,0.196,40.0,2.41,2.41
2025-07-04095341.401756,27700,40,0.196,40.0,2.41,2.41
2025-07-04095341.502694,27800,40,0.196,40.0,2.41,2.41
2025-07-04095341.602700,27900,40,0.196,40.0,2.41,2.41
2025-07-04095341.702670,28000,39,0.191,39.9,2.31,2.31
2025-07-04095341.801821,28100,40,0.196,39.9,2.31,2.31
2025-07-04095341.916693,28200,40,0.196,39.9,2.31,2.31
2025-07-04095342.442437,28300,40,0.196,39.9,2.31,2.31
2025-07-04095343.014608,28400,40,0.196,39.9,2.31,2.31
2025-07-04095343.523342,28500,40,0.196,39.9,2.31,2.31
2025-07-04095344.084769,28600,40,0.196,39.9,2.31,2.31
2025-07-04095344.718530,28700,40,0.196,39.9,2.31,2.31
2025-07-04095345.235692,28800,40,0.196,39.9,2.31,2.31
2025-07-04095345.863157,28900,40,0.196,39.9,2.31,2.31
2025-07-04095346.519777,29000,40,0.196,40.0,2.41,2.41
2025-07-04095347.204249,29100,40,0.196,40.0,2.41,2.41
2025-07-04095347.835104,29200,40,0.196,40.0,2.41,2.41
2025-07-04095348.537995,29300,40,0.196,40.0,2.41,2.41
2025-07-04095349.211614,29400,40,0.196,40.0,2.41,2.41
2025-07-04095349.876768,29500,40,0.196,40.0,2.41,2.41
2025-07-04095350.433800,29600,40,0.196,40.0,2.41,2.41
2025-07-04095351.030380,29700,41,0.2,40.1,2.51,2.51
2025-07-04095351.576025,29800,40,0.196,40.1,2.51,2.51
2025-07-04095352.130575,29900,40,0.196,40.1,2.51,2.51
2025-07-04095352.811834,30000,40,0.196,40.1,2.51,2.51
2025-07-04095353.795984,30100,40,0.196,40.1,2.51,2.51
2025-07-04095354.501577,30200,40,0.196,40.1,2.51,2.51
2025-07-04095355.134860,30300,40,0.196,40.1,2.51,2.51
2025-07-04095355.708952,30400,40,0.196,40.1,2.51,2.51
2025-07-04095356.260000,30500,40,0.196,40.1,2.51,2.51
2025-07-04095356.849214,30600,40,0.196,40.1,2.51,2.51
2025-07-04095357.355264,30700,40,0.196,40.0,2.41,2.41
2025-07-04095357.952274,30800,40,0.196,40.0,2.41,2.41
2025-07-04095358.441180,30900,40,0.196,40.0,2.41,2.41
2025-07-04095358.916349,31000,40,0.196,40.0,2.41,2.41
2025-07-04095359.395666,31100,40,0.196,40.0,2.41,2.41
2025-07-04095359.867649,31200,40,0.196,40.0,2.41,2.41
2025-07-04095400.386863,31300,40,0.196,40.0,2.41,2.41
2025-07-04095400.978476,31400,40,0.196,40.0,2.41,2.41
2025-07-04095401.480913,31500,40,0.196,40.0,2.41,2.41
2025-07-04095402.001128,31600,40,0.196,40.0,2.41,2.41
2025-07-04095402.498623,31700,40,0.196,40.0,2.41,2.41
2025-07-04095403.010308,31800,40,0.196,40.0,2.41,2.41
2025-07-04095403.480211,31900,40,0.196,40.0,2.41,2.41
2025-07-04095403.966779,32000,41,0.2,40.1,2.51,2.51
2025-07-04095404.466322,32100,40,0.196,40.1,2.51,2.51
2025-07-04095404.948959,32200,40,0.196,40.1,2.51,2.51
2025-07-04095405.437328,32300,40,0.196,40.1,2.51,2.51
2025-07-04095405.915176,32400,40,0.196,40.1,2.51,2.51
2025-07-04095406.434203,32500,41,0.2,40.2,2.61,2.61
2025-07-04095406.925577,32600,40,0.196,40.2,2.61,2.61
2025-07-04095407.422939,32700,40,0.196,40.2,2.61,2.61
2025-07-04095408.074707,32800,40,0.196,40.2,2.61,2.61
2025-07-04095408.634444,32900,40,0.196,40.2,2.61,2.61
2025-07-04095409.147796,33000,40,0.196,40.1,2.51,2.51
2025-07-04095409.701293,33100,40,0.196,40.1,2.51,2.51
2025-07-04095410.228616,33200,40,0.196,40.1,2.51,2.51
2025-07-04095410.779055,33300,40,0.196,40.1,2.51,2.51
2025-07-04095411.319411,33400,40,0.196,40.1,2.51,2.51
2025-07-04095411.838181,33500,40,0.196,40.0,2.41,2.41
2025-07-04095412.283865,33600,40,0.196,40.0,2.41,2.41
2025-07-04095412.762747,33700,40,0.196,40.0,2.41,2.41
2025-07-04095413.352784,33800,40,0.196,40.0,2.41,2.41
2025-07-04095413.848654,33900,40,0.196,40.0,2.41,2.41
