,,,,,,
2025-07-03182032.225340,14600,385,1.882,385.0,10.29,10.29
2025-07-03182032.325344,14700,385,1.882,385.0,10.29,10.29
2025-07-03182032.425358,14800,385,1.882,385.0,10.29,10.29
2025-07-03182032.525342,14900,385,1.882,385.0,10.29,10.29
2025-07-03182032.624636,15000,385,1.882,385.0,10.29,10.29
2025-07-03182032.725378,15100,385,1.882,385.0,10.29,10.29
2025-07-03182032.828795,15200,385,1.882,385.0,10.29,10.29
2025-07-03182032.925368,15300,385,1.882,385.0,10.29,10.29
2025-07-03182033.025385,15400,385,1.882,385.0,10.29,10.29
2025-07-03182033.125375,15500,385,1.882,385.0,10.29,10.29
2025-07-03182033.225366,15600,385,1.882,385.0,10.29,10.29
2025-07-03182033.324397,15700,385,1.882,385.0,10.29,10.29
2025-07-03182033.424403,15800,385,1.882,385.0,10.29,10.29
2025-07-03182033.524439,15900,385,1.882,385.0,10.29,10.29
2025-07-03182033.625393,16000,385,1.882,385.0,10.29,10.29
2025-07-03182033.725387,16100,385,1.882,385.0,10.29,10.29
2025-07-03182033.834267,16200,384,1.877,384.9,10.18,10.18
2025-07-03182033.929335,16300,384,1.877,384.8,10.08,10.08
2025-07-03182034.025398,16400,384,1.877,384.7,9.99,9.99
2025-07-03182034.124710,16500,384,1.877,384.6,9.89,9.89
2025-07-03182034.225388,16600,384,1.877,384.5,9.79,9.79
2025-07-03182034.325377,16700,384,1.877,384.4,9.68,9.68
2025-07-03182034.424828,16800,384,1.877,384.3,9.58,9.58
2025-07-03182034.525401,16900,384,1.877,384.2,9.49,9.49
2025-07-03182034.631705,17000,384,1.877,384.1,9.39,9.39
2025-07-03182034.725403,17100,384,1.877,384.0,9.29,9.29
2025-07-03182034.825415,17200,384,1.877,384.0,9.29,9.29
2025-07-03182034.924679,17300,384,1.877,384.0,9.29,9.29
2025-07-03182035.025399,17400,384,1.877,384.0,9.29,9.29
2025-07-03182035.124945,17500,384,1.877,384.0,9.29,9.29
2025-07-03182035.225404,17600,384,1.877,384.0,9.29,9.29
2025-07-03182035.325416,17700,384,1.877,384.0,9.29,9.29
2025-07-03182035.424558,17800,384,1.877,384.0,9.29,9.29
2025-07-03182035.524492,17900,384,1.877,384.0,9.29,9.29
2025-07-03182035.634126,18000,384,1.877,384.0,9.29,9.29
2025-07-03182035.729794,18100,384,1.877,384.0,9.29,9.29
2025-07-03182035.825416,18200,384,1.877,384.0,9.29,9.29
2025-07-03182035.924441,18300,384,1.877,384.0,9.29,9.29
2025-07-03182036.025328,18400,384,1.877,384.0,9.29,9.29
2025-07-03182036.125430,18500,384,1.877,384.0,9.29,9.29
2025-07-03182036.225435,18600,384,1.877,384.0,9.29,9.29
2025-07-03182036.325426,18700,384,1.877,384.0,9.29,9.29
2025-07-03182036.425243,18800,384,1.877,384.0,9.29,9.29
2025-07-03182036.525431,18900,384,1.877,384.0,9.29,9.29
2025-07-03182036.625441,19000,384,1.877,384.0,9.29,9.29
2025-07-03182036.725447,19100,384,1.877,384.0,9.29,9.29
2025-07-03182036.825441,19200,384,1.877,384.0,9.29,9.29
2025-07-03182036.925445,19300,384,1.877,384.0,9.29,9.29
2025-07-03182037.024771,19400,384,1.877,384.0,9.29,9.29
2025-07-03182037.125445,19500,384,1.877,384.0,9.29,9.29
2025-07-03182037.225443,19600,384,1.877,384.0,9.29,9.29
2025-07-03182037.325451,19700,384,1.877,384.0,9.29,9.29
2025-07-03182037.425451,19800,384,1.877,384.0,9.29,9.29
2025-07-03182037.525060,19900,384,1.877,384.0,9.29,9.29
2025-07-03182037.625456,20000,384,1.877,384.0,9.29,9.29
2025-07-03182037.825461,20100,384,1.877,384.0,9.29,9.29
2025-07-03182037.924787,20200,384,1.877,384.0,9.29,9.29
2025-07-03182038.025415,20300,384,1.877,384.0,9.29,9.29
2025-07-03182038.125462,20400,384,1.877,384.0,9.29,9.29
2025-07-03182038.227248,20500,384,1.877,384.0,9.29,9.29
2025-07-03182038.325475,20600,384,1.877,384.0,9.29,9.29
2025-07-03182038.424523,20700,384,1.877,384.0,9.29,9.29
2025-07-03182038.525304,20800,384,1.877,384.0,9.29,9.29
2025-07-03182038.624744,20900,384,1.877,384.0,9.29,9.29
2025-07-03182038.724518,21000,384,1.877,384.0,9.29,9.29
2025-07-03182038.825474,21100,384,1.877,384.0,9.29,9.29
2025-07-03182038.924612,21200,384,1.877,384.0,9.29,9.29
2025-07-03182039.024750,21300,384,1.877,384.0,9.29,9.29
2025-07-03182039.125489,21400,384,1.877,384.0,9.29,9.29
2025-07-03182039.224982,21500,384,1.877,384.0,9.29,9.29
2025-07-03182039.325283,21600,384,1.877,384.0,9.29,9.29
2025-07-03182039.424541,21700,384,1.877,384.0,9.29,9.29
2025-07-03182039.524544,21800,384,1.877,384.0,9.29,9.29
2025-07-03182039.624547,21900,384,1.877,384.0,9.29,9.29
2025-07-03182039.727439,22000,384,1.877,384.0,9.29,9.29
2025-07-03182039.825509,22100,384,1.877,384.0,9.29,9.29
2025-07-03182039.924568,22200,384,1.877,384.0,9.29,9.29
2025-07-03182040.024534,22300,384,1.877,384.0,9.29,9.29
2025-07-03182040.125493,22400,384,1.877,384.0,9.29,9.29
2025-07-03182040.225519,22500,384,1.877,384.0,9.29,9.29
2025-07-03182040.325432,22600,384,1.877,384.0,9.29,9.29
2025-07-03182040.424605,22700,384,1.877,384.0,9.29,9.29
2025-07-03182040.525315,22800,384,1.877,384.0,9.29,9.29
2025-07-03182040.624660,22900,384,1.877,384.0,9.29,9.29
2025-07-03182040.725570,23000,384,1.877,384.0,9.29,9.29
2025-07-03182040.825542,23100,384,1.877,384.0,9.29,9.29
2025-07-03182040.925501,23200,384,1.877,384.0,9.29,9.29
2025-07-03182041.025535,23300,384,1.877,384.0,9.29,9.29
2025-07-03182041.125539,23400,384,1.877,384.0,9.29,9.29
2025-07-03182041.225533,23500,383,1.872,383.9,9.18,9.18
2025-07-03182041.324837,23600,384,1.877,383.9,9.18,9.18
2025-07-03182041.425395,23700,384,1.877,383.9,9.18,9.18
2025-07-03182041.524873,23800,384,1.877,383.9,9.18,9.18
2025-07-03182041.630495,23900,384,1.877,383.9,9.18,9.18
2025-07-03182041.728521,24000,384,1.877,383.9,9.18,9.18
2025-07-03182041.826603,24100,384,1.877,383.9,9.18,9.18
2025-07-03182041.925551,24200,384,1.877,383.9,9.18,9.18
2025-07-03182042.025539,24300,384,1.877,383.9,9.18,9.18
2025-07-03182042.125564,24400,384,1.877,383.9,9.18,9.18
2025-07-03182042.225556,24500,384,1.877,384.0,9.29,9.29
2025-07-03182042.324585,24600,384,1.877,384.0,9.29,9.29
2025-07-03182042.424764,24700,384,1.877,384.0,9.29,9.29
2025-07-03182042.534142,24800,384,1.877,384.0,9.29,9.29
2025-07-03182042.630608,24900,384,1.877,384.0,9.29,9.29
2025-07-03182042.728481,25000,384,1.877,384.0,9.29,9.29
2025-07-03182042.826233,25100,384,1.877,384.0,9.29,9.29
2025-07-03182042.925576,25200,384,1.877,384.0,9.29,9.29
2025-07-03182043.024998,25300,384,1.877,384.0,9.29,9.29
2025-07-03182043.125753,25400,384,1.877,384.0,9.29,9.29
2025-07-03182043.227275,25500,384,1.877,384.0,9.29,9.29
2025-07-03182043.328277,25600,384,1.877,384.0,9.29,9.29
2025-07-03182043.435018,25700,384,1.877,384.0,9.29,9.29
2025-07-03182043.534521,25800,384,1.877,384.0,9.29,9.29
2025-07-03182043.632724,25900,384,1.877,384.0,9.29,9.29
2025-07-03182043.732513,26000,384,1.877,384.0,9.29,9.29
2025-07-03182043.832766,26100,384,1.877,384.0,9.29,9.29
2025-07-03182043.938114,26200,384,1.877,384.0,9.29,9.29
2025-07-03182044.038736,26300,384,1.877,384.0,9.29,9.29
2025-07-03182044.138734,26400,384,1.877,384.0,9.29,9.29
2025-07-03182044.244933,26500,384,1.877,384.0,9.29,9.29
2025-07-03182044.339755,26600,384,1.877,384.0,9.29,9.29
2025-07-03182044.433672,26700,384,1.877,384.0,9.29,9.29
2025-07-03182044.528684,26800,384,1.877,384.0,9.29,9.29
2025-07-03182044.626283,26900,384,1.877,384.0,9.29,9.29
2025-07-03182044.725613,27000,384,1.877,384.0,9.29,9.29
2025-07-03182044.824671,27100,384,1.877,384.0,9.29,9.29
2025-07-03182044.924675,27200,384,1.877,384.0,9.29,9.29
2025-07-03182045.033827,27300,384,1.877,384.0,9.29,9.29
2025-07-03182045.131216,27400,384,1.877,384.0,9.29,9.29
2025-07-03182045.227538,27500,384,1.877,384.0,9.29,9.29
2025-07-03182045.326015,27600,384,1.877,384.0,9.29,9.29
2025-07-03182045.425632,27700,384,1.877,384.0,9.29,9.29
2025-07-03182045.527853,27800,384,1.877,384.0,9.29,9.29
2025-07-03182045.628474,27900,384,1.877,384.0,9.29,9.29
2025-07-03182045.725719,28000,384,1.877,384.0,9.29,9.29
2025-07-03182045.824790,28100,384,1.877,384.0,9.29,9.29
2025-07-03182046.004857,28200,384,1.877,384.0,9.29,9.29
2025-07-03182046.506896,28300,384,1.877,384.0,9.29,9.29
2025-07-03182047.015114,28400,384,1.877,384.0,9.29,9.29
2025-07-03182047.524632,28500,384,1.877,384.0,9.29,9.29
2025-07-03182048.112266,28600,384,1.877,384.0,9.29,9.29
2025-07-03182048.640976,28700,384,1.877,384.0,9.29,9.29
2025-07-03182049.175921,28800,384,1.877,384.0,9.29,9.29
2025-07-03182049.694508,28900,384,1.877,384.0,9.29,9.29
2025-07-03182050.196832,29000,384,1.877,384.0,9.29,9.29
2025-07-03182050.704546,29100,384,1.877,384.0,9.29,9.29
2025-07-03182051.177404,29200,384,1.877,384.0,9.29,9.29
2025-07-03182051.673373,29300,384,1.877,384.0,9.29,9.29
2025-07-03182052.183103,29400,384,1.877,384.0,9.29,9.29
2025-07-03182052.643825,29500,384,1.877,384.0,9.29,9.29
2025-07-03182053.169631,29600,384,1.877,384.0,9.29,9.29
2025-07-03182053.681414,29700,384,1.877,384.0,9.29,9.29
2025-07-03182054.178963,29800,384,1.877,384.0,9.29,9.29
2025-07-03182054.777944,29900,384,1.877,384.0,9.29,9.29
2025-07-03182055.326118,30000,384,1.877,384.0,9.29,9.29
2025-07-03182056.191422,30100,384,1.877,384.0,9.29,9.29
2025-07-03182056.724872,30200,384,1.877,384.0,9.29,9.29
2025-07-03182057.239634,30300,384,1.877,384.0,9.29,9.29
2025-07-03182057.824214,30400,384,1.877,384.0,9.29,9.29
2025-07-03182058.434482,30500,384,1.877,384.0,9.29,9.29
2025-07-03182059.016724,30600,384,1.877,384.0,9.29,9.29
2025-07-03182059.583362,30700,384,1.877,384.0,9.29,9.29
2025-07-03182100.086126,30800,384,1.877,384.0,9.29,9.29
2025-07-03182100.520426,30900,384,1.877,384.0,9.29,9.29
2025-07-03182100.990962,31000,384,1.877,384.0,9.29,9.29
2025-07-03182101.466582,31100,384,1.877,384.0,9.29,9.29
2025-07-03182101.930618,31200,384,1.877,384.0,9.29,9.29
2025-07-03182102.368940,31300,384,1.877,384.0,9.29,9.29
2025-07-03182102.848468,31400,384,1.877,384.0,9.29,9.29
2025-07-03182103.374728,31500,384,1.877,384.0,9.29,9.29
2025-07-03182103.840998,31600,384,1.877,384.0,9.29,9.29
2025-07-03182104.374161,31700,384,1.877,384.0,9.29,9.29
2025-07-03182104.817307,31800,384,1.877,384.0,9.29,9.29
2025-07-03182105.271521,31900,384,1.877,384.0,9.29,9.29
2025-07-03182105.758853,32000,384,1.877,384.0,9.29,9.29
2025-07-03182106.201777,32100,384,1.877,384.0,9.29,9.29
2025-07-03182106.686591,32200,384,1.877,384.0,9.29,9.29
2025-07-03182107.189132,32300,384,1.877,384.0,9.29,9.29
2025-07-03182107.653272,32400,384,1.877,384.0,9.29,9.29
2025-07-03182108.131571,32500,384,1.877,384.0,9.29,9.29
2025-07-03182108.613369,32600,384,1.877,384.0,9.29,9.29
2025-07-03182109.178016,32700,384,1.877,384.0,9.29,9.29
2025-07-03182109.613879,32800,384,1.877,384.0,9.29,9.29
2025-07-03182110.094121,32900,384,1.877,384.0,9.29,9.29
2025-07-03182110.559349,33000,384,1.877,384.0,9.29,9.29
2025-07-03182111.004499,33100,384,1.877,384.0,9.29,9.29
2025-07-03182111.460082,33200,384,1.877,384.0,9.29,9.29
2025-07-03182111.902268,33300,384,1.877,384.0,9.29,9.29
2025-07-03182112.334666,33400,384,1.877,384.0,9.29,9.29
2025-07-03182112.816587,33500,384,1.877,384.0,9.29,9.29
2025-07-03182113.251161,33600,384,1.877,384.0,9.29,9.29
2025-07-03182113.764649,33700,384,1.877,384.0,9.29,9.29
2025-07-03182114.214876,33800,384,1.877,384.0,9.29,9.29
2025-07-03182114.666591,33900,384,1.877,384.0,9.29,9.29
2025-07-03182115.124486,34000,384,1.877,384.0,9.29,9.29
2025-07-03182115.602935,34100,384,1.877,384.0,9.29,9.29
2025-07-03182116.040602,34200,384,1.877,384.0,9.29,9.29
2025-07-03182116.575634,34300,384,1.877,384.0,9.29,9.29
2025-07-03182117.084136,34400,384,1.877,384.0,9.29,9.29
2025-07-03182117.516534,34500,384,1.877,384.0,9.29,9.29
2025-07-03182117.998451,34600,384,1.877,384.0,9.29,9.29
